stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,stop_code,stop_desc,stop_url,stop_timezone,wheelchair_boarding,platform_code
S010200093500300,前田９条１０丁目,43.1322288318076,141.262512078564,Z008880,0,,,,,,,
S010200093600100,手稲高校前,43.1349976842504,141.265324149513,Z008890,0,,,,,,,
S010200093600200,手稲高校前,43.1345984215691,141.265150578796,Z008890,0,,,,,,,
S010200093600300,手稲高校前,43.1350236365466,141.262685503391,Z008890,0,,,,,,,
S010200093600400,手稲高校前,43.1348673930666,141.26230360383,Z008890,0,,,,,,,
S010200093700100,南２線,43.1374888074408,141.268587584436,Z008900,0,,,,,,,
S010200093700200,南２線,43.1369072684484,141.268205710785,Z008900,0,,,,,,,
S010200093700300,南２線,43.1363865404098,141.269490345776,Z008900,0,,,,,,,
S010200093800100,南３線,43.1410128399534,141.273343873692,Z008910,0,,,,,,,
S010200093800200,南３線,43.1405701775011,141.273100867618,Z008910,0,,,,,,,
S010200093800300,南３線,43.1402924629957,141.274003578729,Z008910,0,,,,,,,
S010200093900100,花川南１０条１丁目,43.1388083274623,141.27580905755,Z008920,0,,,,,,,
S010200093900200,花川南１０条１丁目,43.1389645561969,141.275739610015,Z008920,0,,,,,,,
S010200094000100,花川南１０条３丁目,43.1382876788637,141.279524023078,Z008930,0,,,,,,,
S010200094000200,花川南１０条３丁目,43.1381661681297,141.279593468497,Z008930,0,,,,,,,
S010200094100100,花畔中央,43.1741959827576,141.316567012576,Z008940,0,,,,,,,
S010200094100200,花畔中央,43.1743001503972,141.316983634296,Z008940,0,,,,,,,
S010200094200100,花畔,43.1760185254716,141.311914554263,Z008950,0,,,,,,,
S010200094300100,元町（江別）,43.1117108369643,141.53790454429,Z009300,0,,,,,,,
S010200094300200,元町（江別）,43.1116066954978,141.538286459879,Z009300,0,,,,,,,
S010200094400100,第３中学校,43.1133511612312,141.534814451125,Z009290,0,,,,,,,
S010200094400200,第３中学校,43.1133164375167,141.534640858157,Z009290,0,,,,,,,
S010200094500100,いずみ野４丁目通,43.1156337184118,141.530196681817,Z009280,0,,,,,,,
S010200094500200,いずみ野４丁目通,43.1154601317994,141.530300849506,Z009280,0,,,,,,,
S010200094600100,いずみ野小学校前,43.1163887757203,141.528391246604,Z009270,0,,,,,,,
S010200094600200,いずみ野小学校前,43.1167272603121,141.527905159613,Z009270,0,,,,,,,
S010200094700100,元江別,43.1179162470594,141.524710937093,Z009260,0,,,,,,,
S010200094700200,元江別,43.1177079355935,141.524606792797,Z009260,0,,,,,,,
S010200094800100,見晴台,43.1149477456244,141.521308655084,Z009250,0,,,,,,,
S010200094800200,見晴台,43.1153903899449,141.520996156814,Z009250,0,,,,,,,
S010200094800300,見晴台,43.114487685248,141.519885203502,Z009250,0,,,,,,,
